urbandude ,2018-3-2 06:48 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 黃生抽 於 2018-3-2 02:47 AM 發表 http://www.uwants.com/images/common/back.gifhi Yo,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
黃生抽 ,2018-3-2 06:49 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 urbandude 於 2018-3-2 06:48 PM 發表 http://www.uwants.com/images/common/back.gifYo 估你年紀都有返咁上下8年前http://n2.hk/images/smilies/default/icon35.gif,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
goodwingoodwins ,2018-2-17 08:45 AM, 一個超勁高手竟然再次係uwants出現,我睇我既人生只有賭波~~~~~~唔知幾時輸死,http://www.uwants.com/viewthread.php?tid=19627895&extra=&page=1
goodwingoodwins ,2018-2-24 08:06 AM, 一個超勁高手竟然再次係uwants出現,"引用:原帖由 goodwingoodwins 於 2018-2-17 08:45 AM 發表 http://www.uwants.com/images/common/back.gif我睇我既人生只有賭波~~~~~~唔知幾時輸死 最近賭波有D奇怪~~~~~~個人好似唔知念緊物野",http://www.uwants.com/viewthread.php?tid=19627895&extra=&page=1
goodwingoodwins ,2018-2-28 08:38 PM, 一個超勁高手竟然再次係uwants出現,https://scontent.fhkg10-1.fna.fbcdn.net/v/t35.0-12/28642734_1912971248731902_1818455333_o.jpg?oh=d63b729461b2c4fd6414ff2e7a578240&oe=5A992B17,http://www.uwants.com/viewthread.php?tid=19627895&extra=&page=1
黃生抽 ,2018-3-2 06:54 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 bb25 於 2018-3-2 06:53 PM 發表 http://www.uwants.com/images/common/back.gif其英貼http://n2.hk/images/smilies/default/embarrassed_smiley.gif 10個有8個都係其英,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
bb25 ,2018-3-2 06:54 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 黃生抽 於 2018-3-2 06:54 PM 發表 http://www.uwants.com/images/common/back.gif10個有8個都係其英 我唔係http://n2.hk/images/smilies/default/embarrassed_smiley.gif,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
bb25 ,2018-3-2 06:55 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 urbandude 於 2018-3-2 06:54 PM 發表 http://www.uwants.com/images/common/back.gif今次返唻睇下可唔可以跳上forum legend II 自貼連ac有2OO萬分http://n2.hk/images/smilies/default/embarrassed_smiley.gif,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
黃生抽 ,2018-3-2 06:55 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 urbandude 於 2018-3-2 06:54 PM 發表 http://www.uwants.com/images/common/back.gif今次返唻睇下可唔可以跳上forum legend II 咁耐仲記得個密碼 都勁,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
黃生抽 ,2018-3-2 06:56 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 bb25 於 2018-3-2 06:55 PM 發表 http://www.uwants.com/images/common/back.gif自貼連ac有2OO萬分http://n2.hk/images/smilies/default/embarrassed_smiley.gif 男人自貼都有? 哈哈,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
urbandude ,2018-3-2 06:56 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 bb25 於 2018-3-2 02:54 AM 發表 http://www.uwants.com/images/common/back.gif我唔係http://n2.hk/images/smilies/default/embarrassed_smiley.gif 哈哈！其實大家都係,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
urbandude ,2018-3-2 06:57 PM,起碼有八年冇返過唻Uwants!,引用:原帖由 黃生抽 於 2018-3-2 02:55 AM 發表 http://www.uwants.com/images/common/back.gif咁耐仲記得個密碼 都勁 應該係話咁耐未俾人盜用都算好彩,http://www.uwants.com/viewthread.php?tid=19653889&extra=&page=1
麥包夾火腿 ,2018-3-9 07:26 PM,UWANTS人毫無出色,"連蝦條都呃唔到年年都有呢D人出現http://n2.hk/images/smilies/default/titter.gif拿 我冇開名架唔知班契弟死哂未http://n2.hk/images/smilies/default/shades_smiley.gif",http://www.uwants.com/viewthread.php?tid=19659102&extra=&page=1
煩PLASTIC ,2018-3-9 07:28 PM,UWANTS人毫無出色,肯定未,http://www.uwants.com/viewthread.php?tid=19659102&extra=&page=1
專業玩賞家 ,2018-3-9 07:41 PM,UWANTS人毫無出色,引用:原帖由 煩PLASTIC 於 2018-3-9 07:28 PM 發表 http://www.uwants.com/images/common/back.gif肯定未 話題持續數天,http://www.uwants.com/viewthread.php?tid=19659102&extra=&page=1
計數佬 ,2018-3-10 12:43 AM,UWANTS人毫無出色,"引用:原帖由 麥包夾火腿 於 2018-3-9 07:26 PM 發表 http://www.uwants.com/images/common/back.gif 連蝦條都呃唔到 年年都有呢D人出現http://n2.hk/images/smilies/default/titter.gif 拿 我冇開名架 唔知班契弟死哂未http://n2.hk/images/smilies/default/shades_smiley.gif 唔通我 .......... 又話過你知咩？",http://www.uwants.com/viewthread.php?tid=19659102&extra=&page=1
式程狂XD ,2018-3-10 01:00 AM,UWANTS人毫無出色,一日未呃蝦條 一日都唔會死 永遠長存,http://www.uwants.com/viewthread.php?tid=19659102&extra=&page=1
GordonFreeman ,2018-3-10 02:34 AM,UWANTS人毫無出色,假架d蝦,http://www.uwants.com/viewthread.php?tid=19659102&extra=&page=1
nwt15 ,2018-2-26 07:58 PM,多謝UWANTS!!!,"@albeestar6_6 我已經收到新年禮物了, 多謝晒!!!!images/default/attachimg.gifhttp://n2.hk/u/attachments/day_180226/20180226_d6fe46599e9d190aff29mePYC66RcXOL.jpgimages/attachicons/image.gif uwants-hd.jpg (62.78 KB)2018-2-26 07:58 PM",http://www.uwants.com/viewthread.php?tid=19650903&extra=&page=1
apple_pai ,2018-2-26 08:03 PM,多謝UWANTS!!!,嘩正呀http://n2.hk/images/smilies/default/icon31.gifhttp://n2.hk/images/smilies/default/icon31.gif,http://www.uwants.com/viewthread.php?tid=19650903&extra=&page=1
bybybrandy ,2018-2-26 08:03 PM,多謝UWANTS!!!,可以約囡囡去食雪糕http://n2.hk/images/smilies/default/icon27.gif,http://www.uwants.com/viewthread.php?tid=19650903&extra=&page=1
Akiho.Yoshizawa ,2018-2-26 08:05 PM,多謝UWANTS!!!,http://n2.hk/images/smilies/default/n7.gif,http://www.uwants.com/viewthread.php?tid=19650903&extra=&page=1
理大余春嬌 ,2018-2-27 05:03 PM,多謝UWANTS!!!,我都等緊.....http://n2.hk/images/smilies/default/icon27.gif....,http://www.uwants.com/viewthread.php?tid=19650903&extra=&page=1
米奇娘娘隻兵 ,2018-2-27 10:51 PM,多謝UWANTS!!!,有雪糕食！ 你就好啦,http://www.uwants.com/viewthread.php?tid=19650903&extra=&page=1
【Mr.Pong】 ,2018-3-3 06:17 AM,中文接龍,UWANTS接龍遊戲http://n2.hk/images/smilies/default/shades_smiley.gif,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
透明秀才 ,2018-3-3 06:51 AM,中文接龍,戲劇人生夢一場,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
小JO ,2018-3-3 07:41 AM,中文接龍,場景,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
【Mr.Pong】 ,2018-3-3 11:31 AM,中文接龍,"引用:原帖由 小JO 於 2018-3-3 07:41 AM 發表 http://www.uwants.com/images/common/back.gif場景 景氣",http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
hsic2 ,2018-3-3 11:39 AM,中文接龍,引用:原帖由 【Mr.Pong】 於 2018-3-3 11:31 AM 發表 http://www.uwants.com/images/common/back.gif景氣 氣候,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
【Mr.Pong】 ,2018-3-3 12:15 PM,中文接龍,"引用:原帖由 hsic2 於 2018-3-3 11:39 AM 發表 http://www.uwants.com/images/common/back.gif氣候 候選人",http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
hsic2 ,2018-3-3 12:37 PM,中文接龍,引用:原帖由 【Mr.Pong】 於 2018-3-3 12:15 PM 發表 http://www.uwants.com/images/common/back.gif候選人 人民幣,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
qingqing84 ,2018-3-3 02:31 PM,中文接龍,幣家火,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
透明秀才 ,2018-3-3 04:08 PM,中文接龍,火上加油,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
失而復得 ,2018-3-3 05:10 PM,中文接龍,油麻地戲院,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
【Mr.Pong】 ,2018-3-3 05:15 PM,中文接龍,"引用:原帖由 失而復得 於 2018-3-3 05:10 PM 發表 http://www.uwants.com/images/common/back.gif油麻地戲院 院長",http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
失而復得 ,2018-3-3 05:16 PM,中文接龍,引用:原帖由 【Mr.Pong】 於 2018-3-3 17:15 發表 http://www.uwants.com/images/common/back.gif院長 長生不老,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
【Mr.Pong】 ,2018-3-3 05:17 PM,中文接龍,"引用:原帖由 失而復得 於 2018-3-3 05:16 PM 發表 http://www.uwants.com/images/common/back.gif長生不老 老百姓",http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
麥包夾火腿 ,2018-3-13 09:02 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,做乜9?? 定係呢個係我個人VIP的待遇?http://n2.hk/images/smilies/default/shades_smiley.gif,http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
五月某天 ,2018-3-3 09:16 PM,中文接龍,姓乜都唔知,http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
【Mr.Pong】 ,2018-3-3 09:21 PM,中文接龍,"引用:原帖由 五月某天 於 2018-3-3 09:16 PM 發表 http://www.uwants.com/images/common/back.gif姓乜都唔知 知道",http://www.uwants.com/viewthread.php?tid=19654228&extra=&page=1
apple_pai ,2018-3-13 09:03 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 麥包夾火腿 於 2018-3-13 09:02 PM 發表 http://forum1.uwants.com/images/common/back.gif做乜9?? 定係呢個係我個人VIP的待遇?http://n2.hk/images/smilies/default/shades_smiley.gif 你係咪成日post埋D咩18禁既野呀http://n2.hk/images/smilies/default/lol.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
平分戰士 ,2018-3-13 09:04 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,審查D乜？,http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
麥包夾火腿 ,2018-3-13 09:15 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 apple_pai 於 2018-3-13 21:03 發表 http://www.uwants.com/images/common/back.gif你係咪成日post埋D咩18禁既野呀http://n2.hk/images/smilies/default/lol.gif 正經新聞黎再講我冇POST過果D圖http://n2.hk/images/smilies/default/shades_smiley.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
麥包夾火腿 ,2018-3-13 09:16 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 平分戰士 於 2018-3-13 21:04 發表 http://www.uwants.com/images/common/back.gif審查D乜？ 你的帖子內容http://n2.hk/images/smilies/default/shades_smiley.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
平分戰士 ,2018-3-13 09:17 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 麥包夾火腿 於 2018-3-13 21:16 發表 http://www.uwants.com/images/common/back.gif 你的帖子內容http://n2.hk/images/smilies/default/shades_smiley.gif 你好似冇乜違規post喎http://n2.hk/images/smilies/default/icon30.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
米奇娘娘隻兵 ,2018-3-13 09:19 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"你貼左D咩內容,cap 個screen一齊8下",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
MM3891@16 ,2018-3-13 09:22 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 米奇娘娘隻兵 於 2018-3-13 09:19 PM 發表 http://www.uwants.com/images/common/back.gif你貼左D咩內容,cap 個screen一齊8下 hello kitty http://n2.hk/images/smilies/default/icon30.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
麥包夾火腿 ,2018-3-13 09:24 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 平分戰士 於 2018-3-13 21:17 發表 http://www.uwants.com/images/common/back.gif你好似冇乜違規post喎http://n2.hk/images/smilies/default/icon30.gif 因為未POST到出黎發表回覆之後都要等人批核先出得http://n2.hk/images/smilies/default/shades_smiley.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
平分戰士 ,2018-3-13 09:24 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 麥包夾火腿 於 2018-3-13 21:24 發表 http://www.uwants.com/images/common/back.gif 因為未POST到出黎發表回覆之後都要等人批核先出得http://n2.hk/images/smilies/default/shades_smiley.gif http://n2.hk/images/smilies/default/shades_smiley.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
CIA_L ,2018-2-28 09:57 PM, 討論曼聯現況與未來 (19),"有見上一帖""討論曼聯現況與未來 (18)""已超五千帖之限, 小弟唯有自告奮勇開新帖, 方便各方球迷討論曼聯的動向，各自抒發自己對曼聯的見解。如有不善之處，請多多包涵. 舊帖 今季開始進入最後衝刺階段, 聯賽經過廿八週賽事, 曼聯以五十九分企穩第二位, 以兩分及四分稍為領先利物浦及熱刺. 下一場賽事將於三月五日主場迎戰水晶宮. 足總盃亦進入最後八強, 下一輪將於三月十七主場迎戰白禮頓. 聯賽首循環以1:0小勝作結. 歐冠十六強第二階段將於三月十三主場上演, 只要擊敗西維爾即進入八強賽事.",http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
麥包夾火腿 ,2018-3-13 09:25 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"引用:原帖由 MM3891@16 於 2018-3-13 21:22 發表 http://www.uwants.com/images/common/back.gifhello kitty http://n2.hk/images/smilies/default/icon30.gif 拿 隻HELLO KITTY點樣違規先仲有NOW TV又係 我都冇叫人安裝http://n2.hk/images/smilies/default/shades_smiley.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
麥包夾火腿 ,2018-3-13 09:26 PM,UWANTS真係好煩 無論出POST定回覆都有一定機會要先審查,"非常感謝，管理員設置了需要對新回覆進行審核，您的帖子通過審核後將被顯示出來，現在將轉入主題列表。如果您的瀏覽器沒有自動跳轉，請點擊這裡............http://n2.hk/images/smilies/default/shades_smiley.gif",http://www.uwants.com/viewthread.php?tid=19662002&extra=&page=1
faifai1234 ,2018-2-28 09:59 PM, 討論曼聯現況與未來 (19),留名,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
惡魔旦丁 ,2018-2-28 09:59 PM, 討論曼聯現況與未來 (19),"Thibaut Courtois can't understand Chelsea manager Antonio Conte's decision to take Eden Hazard off against Manchester United: 'Players like Eden should have 90 minutes'Read more: http://www.dailymail.co.uk/sport/football/article-5444305/Courtois-unhappy-Conte-took-Hazard-v-Manchester-United.html#ixzz58PYTD24F Follow us: @MailOnline on Twitter | DailyMail on Facebook 有時都唔怪得摩連奴.門將都公開質疑個教練用人http://n2.hk/images/smilies/default/lol.gifhttp://n2.hk/images/smilies/default/lol.gifhttp://n2.hk/images/smilies/default/lol.gif",http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
惡魔旦丁 ,2018-2-28 10:01 PM, 討論曼聯現況與未來 (19),"結合埋馬迪之前果句說話.證明車路士內部真係有問題http://n2.hk/images/smilies/default/lol.gif高圖斯竟然公開插干地叫佢解釋http://n2.hk/images/smilies/default/lol.gifhttp://n2.hk/images/smilies/default/lol.gif",http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
CIA_L ,2018-2-28 10:04 PM, 討論曼聯現況與未來 (19),"引用:原帖由 東方進擊的婆仔 於 2018-2-28 09:32 PM 發表 http://www.uwants.com/images/common/back.gif報道話拉素個中場有球隊報價1.8億，係咪顛嫁！ 個市癲咗好耐啦http://n2.hk/images/smilies/default/n5.gifhttp://n2.hk/images/smilies/default/n5.gifhttp://n2.hk/images/smilies/default/n5.gif",http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
jkhhk ,2018-2-28 10:21 PM, 討論曼聯現況與未來 (19),摩佬一早講左普巴唔早買， 遲買根本唔止8000 個， 宜家完全言中哂http://n2.hk/images/smilies/default/lol.gif利申： 如果要1.8 億， 放棄呢件拉素仔啦,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
風之涯 ,2018-2-28 10:30 PM, 討論曼聯現況與未來 (19),報到!,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
Cw20115 ,2018-2-28 10:35 PM, 討論曼聯現況與未來 (19),報到。,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
ric81 ,2018-2-28 10:36 PM, 討論曼聯現況與未來 (19),報到！！,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
Mostovoi11 ,2018-2-28 10:55 PM, 討論曼聯現況與未來 (19),留名,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
東方進擊的婆仔 ,2018-2-28 10:58 PM, 討論曼聯現況與未來 (19),引用:原帖由 jkhhk 於 2018-2-28 10:21 PM 發表 http://www.uwants.com/images/common/back.gif摩佬一早講左普巴唔早買， 遲買根本唔止8000 個， 宜家完全言中哂http://n2.hk/images/smilies/default/lol.gif利申： 如果要1.8 億， 放棄呢件拉素仔啦 如果法賓奴都要7000至8000萬，咁不如留靴，試下免簽阿仙奴既韋舒亞，睇佢踢決賽對曼城，拼搶突破幾好。而且好似周薪十萬，經濟學上可以。,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
linmola ,2018-2-28 11:01 PM, 討論曼聯現況與未來 (19),"引用:原帖由 惡魔旦丁 於 2018-2-28 10:01 PM 發表 http://www.uwants.com/images/common/back.gif結合埋馬迪之前果句說話.證明車路士內部真係有問題http://n2.hk/images/smilies/default/lol.gif高圖斯竟然公開插干地叫佢解釋http://n2.hk/images/smilies/default/lol.gifhttp://n2.hk/images/smilies/default/lol.gif 內亂都唔是今時今日既事啦",http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
東方進擊的婆仔 ,2018-2-28 11:05 PM, 討論曼聯現況與未來 (19),引用:原帖由 linmola 於 2018-2-28 11:01 PM 發表 http://www.uwants.com/images/common/back.gif內亂都唔是今時今日既事啦 間間球會都有呢d問題。就好似李斯特城上季對雲利亞里一樣。,http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
CIA_L ,2018-2-28 11:13 PM, 討論曼聯現況與未來 (19),"http://twii.edgeboss.net/download/twii/manutd/video_mufc_20180227_gotm_v2.mp4=============二月金球選舉, 一隊候選金球爭D俾渣古霸晒http://n2.hk/images/smilies/default/titter.gifhttp://n2.hk/images/smilies/default/titter.gifhttp://n2.hk/images/smilies/default/titter.gif[ 本帖最後由 CIA_L 於 2018-2-28 11:15 PM 編輯 ]",http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
自我的主題 ,2018-2-28 11:25 PM, 討論曼聯現況與未來 (19),"引用:原帖由 CIA_L 於 2018-2-28 11:13 PM 發表 http://www.uwants.com/images/common/back.gifhttp://twii.edgeboss.net/download/twii/manutd/video_mufc_20180227_gotm_v2.mp4=============二月金球選舉, 一隊候選金球爭D俾渣古霸晒http://n2.hk/images/smilies/default/titter.gifhttp://n2.hk/images/smilies/default/titter.gifhttp://n2.hk/images/smilies/default/titter.gif 尼期唔係渣古就係神連，點指兵兵！",http://www.uwants.com/viewthread.php?tid=19652486&extra=&page=1
hearts4499 ,2018-1-25 06:46 PM,Uwants 叫我將張相影得女性化啲……,"上次搞咗個 MVP 選舉，見大家都有餅食，點知原來我都有個盒入面仲有張紙，叫我影得女仔啲唔好嚇親人好啦屌，麻撚煩。images/default/attachimg.gifhttp://n2.hk/u/attachments/day_180125/20180125_a918983352eeb5f769ddryT8Sr47TPgE.jpgimages/attachicons/image.gif 1221123123123123132123123123132123132132.jpeg (194.1 KB)2018-1-25 06:46 PMBTW，THANK YOU VERY MUCH UWANTS",http://www.uwants.com/viewthread.php?tid=19628937&extra=&page=1
pbm92f ,2018-1-25 06:47 PM,Uwants 叫我將張相影得女性化啲……,個個都有http://n2.hk/images/smilies/default/icon30.gif,http://www.uwants.com/viewthread.php?tid=19628937&extra=&page=1
